nSerialNumber,TimeStamp,sSymbol,nBestBuyOrderPrice,nBestBuyOrderQuantity,nBestSellOrderPrice,nBestSellOrderQuantity,nLastTradedPrice,nTotalTradedQuantity
12805,01-09-2017 13:41,XYZ Corporation,1203.95,128,1204.4,1,1204.1,931868
12806,01-09-2017 13:41,XYZ Corporation,1204.05,123,1204.45,20,1204.45,931874
12807,01-09-2017 13:41,XYZ Corporation,1204.05,346,1204.45,20,1204.45,931874
12808,01-09-2017 13:41,XYZ Corporation,1204.1,224,1204.45,18,1204.45,931876
12809,01-09-2017 13:41,XYZ Corporation,1204.1,1,1204.4,41,1204.1,931878
12810,01-09-2017 13:41,XYZ Corporation,1204.1,1,1204.45,18,1204.1,931879
12811,01-09-2017 13:41,XYZ Corporation,1204.1,1,1204.45,18,1204.1,931879
12812,01-09-2017 13:41,XYZ Corporation,1204.1,1,1204.45,18,1204.1,931879
12813,01-09-2017 13:41,XYZ Corporation,1204.1,1,1204.45,18,1204.1,931879
12814,01-09-2017 13:41,XYZ Corporation,1204.1,5,1204.45,18,1204.1,931979
12815,01-09-2017 13:41,XYZ Corporation,1204.1,4,1204.45,17,1204.1,931981
12816,01-09-2017 13:41,XYZ Corporation,1204.1,4,1204.45,17,1204.1,931981
12817,01-09-2017 13:41,XYZ Corporation,1204.1,12,1204.45,17,1204.1,931999
12818,01-09-2017 13:41,XYZ Corporation,1204.1,12,1204.45,17,1204.1,931999
12819,01-09-2017 13:41,XYZ Corporation,1204.1,12,1204.45,17,1204.1,931999
12820,01-09-2017 13:41,XYZ Corporation,1204.1,2,1204.45,17,1204.1,932011
12821,01-09-2017 13:41,XYZ Corporation,1204.1,2,1204.45,17,1204.1,932011
12822,01-09-2017 13:41,XYZ Corporation,1204.1,2,1204.45,17,1204.1,932011
12823,01-09-2017 13:41,XYZ Corporation,1203.55,26,1204.45,119,1203.6,932511
12824,01-09-2017 13:41,XYZ Corporation,1203.55,26,1204.45,119,1203.6,932511
12825,01-09-2017 13:41,XYZ Corporation,1203.55,26,1204.45,119,1203.6,932511
12826,01-09-2017 13:41,XYZ Corporation,1203.7,26,1204.45,139,1204.45,932611
12827,01-09-2017 13:41,XYZ Corporation,1203.6,83,1204.45,139,1203.6,932711
12828,01-09-2017 13:41,XYZ Corporation,1203.6,83,1204.45,139,1203.6,932711
12829,01-09-2017 13:41,XYZ Corporation,1203.6,83,1204.45,139,1203.6,932711
12830,01-09-2017 13:41,XYZ Corporation,1203.65,27,1204.35,26,1203.6,932711
12831,01-09-2017 13:41,XYZ Corporation,1203.7,26,1204.35,26,1203.6,932711
12832,01-09-2017 13:41,XYZ Corporation,1204.3,1,1204.45,108,1204.3,932736
12833,01-09-2017 13:41,XYZ Corporation,1204.3,1,1204.45,108,1204.3,932739
12834,01-09-2017 13:41,XYZ Corporation,1204.3,1,1204.45,108,1204.3,932740
12835,01-09-2017 13:41,XYZ Corporation,1203.7,8,1204.4,26,1204.3,932743
12836,01-09-2017 13:41,XYZ Corporation,1203.7,8,1204.4,26,1204.3,932743
12837,01-09-2017 13:41,XYZ Corporation,1203.7,8,1204.4,26,1204.3,932743
12838,01-09-2017 13:41,XYZ Corporation,1203.8,100,1204.4,26,1204.3,932743
12839,01-09-2017 13:41,XYZ Corporation,1203.8,100,1204.3,200,1204.3,932743
12840,01-09-2017 13:41,XYZ Corporation,1203.8,100,1204,100,1204.3,932743
12841,01-09-2017 13:41,XYZ Corporation,1203.8,19,1204.05,2,1204,933025
12842,01-09-2017 13:41,XYZ Corporation,1203.8,19,1204.05,2,1204,933025
12843,01-09-2017 13:41,XYZ Corporation,1203.65,1,1204.05,2,1204,933025
12844,01-09-2017 13:41,XYZ Corporation,1203.8,19,1204.05,2,1204,933025
12845,01-09-2017 13:41,XYZ Corporation,1203.8,1,1204.25,98,1203.8,933043
12846,01-09-2017 13:42,XYZ Corporation,1203.8,1,1204.25,98,1203.8,933043
12847,01-09-2017 13:42,XYZ Corporation,1203.8,1,1204.25,98,1203.8,933043
12848,01-09-2017 13:42,XYZ Corporation,1203.4,9,1204,100,1203.35,933055
12849,01-09-2017 13:42,XYZ Corporation,1203.4,9,1204,100,1203.35,933055
12850,01-09-2017 13:42,XYZ Corporation,1203.4,1,1203.9,36,1203.35,933055
12851,01-09-2017 13:42,XYZ Corporation,1203.35,14,1203.65,44,1203.4,933063
12852,01-09-2017 13:42,XYZ Corporation,1203.35,14,1203.65,44,1203.4,933063
12853,01-09-2017 13:42,XYZ Corporation,1203.35,14,1203.65,43,1203.65,933064
12854,01-09-2017 13:42,XYZ Corporation,1202.95,1,1203,194,1203,933206
12855,01-09-2017 13:42,XYZ Corporation,1202,81,1202.55,41,1202.05,933259
12856,01-09-2017 13:42,XYZ Corporation,1202,81,1202.55,41,1202.05,933259
12857,01-09-2017 13:42,XYZ Corporation,1202.05,8,1202.7,41,1202.3,933279
12858,01-09-2017 13:42,XYZ Corporation,1202.15,26,1202.95,24,1202.85,933299
12859,01-09-2017 13:42,XYZ Corporation,1202.15,26,1202.95,24,1202.85,933299
12860,01-09-2017 13:42,XYZ Corporation,1202.15,9,1202.85,26,1202.9,933317
12861,01-09-2017 13:42,XYZ Corporation,1202.15,9,1202.85,26,1202.9,933317
12862,01-09-2017 13:42,XYZ Corporation,1202.1,26,1202.9,20,1202.85,933337
12863,01-09-2017 13:42,XYZ Corporation,1202.15,26,1203.05,20,1202.85,933337
12864,01-09-2017 13:42,XYZ Corporation,1202.3,26,1203.2,20,1202.85,933337
12865,01-09-2017 13:42,XYZ Corporation,1202.8,26,1203.4,2,1202.85,933337
12866,01-09-2017 13:42,XYZ Corporation,1202.8,1,1203.4,1,1202.8,933363
12867,01-09-2017 13:42,XYZ Corporation,1202.8,1,1203.4,1,1202.8,933363
12868,01-09-2017 13:42,XYZ Corporation,1203.35,3,1203.4,1,1202.8,933373
12869,01-09-2017 13:42,XYZ Corporation,1203.35,3,1203.4,11,1202.8,933373
12870,01-09-2017 13:42,XYZ Corporation,1203.35,3,1203.4,11,1202.8,933373
12871,01-09-2017 13:42,XYZ Corporation,1203.35,3,1203.45,2,1203.4,933384
12872,01-09-2017 13:42,XYZ Corporation,1203.35,3,1203.45,2,1203.4,933384
12873,01-09-2017 13:42,XYZ Corporation,1203.35,3,1203.45,2,1203.4,933384
12874,01-09-2017 13:42,XYZ Corporation,1202.7,1,1203.25,2,1203.35,933387
12875,01-09-2017 13:42,XYZ Corporation,1202.8,51,1203.25,2,1203.35,933387
12876,01-09-2017 13:42,XYZ Corporation,1202.8,51,1203.25,2,1203.35,933387
12877,01-09-2017 13:42,XYZ Corporation,1202.8,33,1203.25,2,1203.25,933407
12878,01-09-2017 13:42,XYZ Corporation,1202.9,17,1203.35,3,1202.8,933419
12879,01-09-2017 13:42,XYZ Corporation,1202.75,15,1203.35,3,1202.8,933419
12880,01-09-2017 13:42,XYZ Corporation,1202.8,6,1203.35,3,1202.8,933419
12881,01-09-2017 13:42,XYZ Corporation,1202.8,6,1203.35,3,1202.8,933419
12882,01-09-2017 13:42,XYZ Corporation,1202.5,2,1203.35,3,1203.2,933465
12883,01-09-2017 13:42,XYZ Corporation,1202.5,2,1203.35,3,1203.2,933465
12884,01-09-2017 13:42,XYZ Corporation,1202.9,1,1203.6,26,1203.65,933515
12885,01-09-2017 13:42,XYZ Corporation,1202.9,1,1203.6,26,1203.65,933515
12886,01-09-2017 13:42,XYZ Corporation,1203.15,30,1203.9,26,1202.9,933540
12887,01-09-2017 13:42,XYZ Corporation,1203.6,1,1203.95,100,1202.9,933540
12888,01-09-2017 13:42,XYZ Corporation,1203.6,1,1204,1025,1202.9,933540
12889,01-09-2017 13:42,XYZ Corporation,1203.6,1,1203.95,100,1202.9,933540
12890,01-09-2017 13:42,XYZ Corporation,1203.6,1,1204,1025,1202.9,933540
12891,01-09-2017 13:42,XYZ Corporation,1203.6,1,1204,1020,1204,933545
12892,01-09-2017 13:42,XYZ Corporation,1203.6,1,1204,1021,1204,933545
12893,01-09-2017 13:42,XYZ Corporation,1203.6,1,1204,1021,1204,933545
12894,01-09-2017 13:42,XYZ Corporation,1203.6,1,1204,1021,1204,933545
12895,01-09-2017 13:42,XYZ Corporation,1203.6,1,1203.95,100,1204,933545
12896,01-09-2017 13:42,XYZ Corporation,1203.6,1,1203.95,100,1204,933545
12897,01-09-2017 13:42,XYZ Corporation,1203.6,1,1204,881,1204,933785
12898,01-09-2017 13:42,XYZ Corporation,1203.9,3,1204,881,1204,933785
12899,01-09-2017 13:42,XYZ Corporation,1203.9,3,1204,881,1204,933785
12900,01-09-2017 13:43,XYZ Corporation,1203.6,2,1203.8,2,1203.9,933788
12901,01-09-2017 13:43,XYZ Corporation,1203.35,1,1203.8,2,1203.3,933802
12902,01-09-2017 13:43,XYZ Corporation,1203.05,1,1203.8,2,1203.3,933802
12903,01-09-2017 13:43,XYZ Corporation,1203.1,1,1203.8,2,1203.3,933802
12904,01-09-2017 13:43,XYZ Corporation,1203.05,38,1203.1,2,1203.1,933816
12905,01-09-2017 13:43,XYZ Corporation,1203,201,1203.5,75,1203.1,933818
12906,01-09-2017 13:43,XYZ Corporation,1203.8,225,1204,956,1203.5,933893
12907,01-09-2017 13:43,XYZ Corporation,1203.8,225,1204,957,1203.5,933893
12908,01-09-2017 13:43,XYZ Corporation,1203.8,225,1204,957,1203.5,933893
12909,01-09-2017 13:43,XYZ Corporation,1203.8,225,1204,957,1203.5,933893
12910,01-09-2017 13:43,XYZ Corporation,1203.8,205,1203.95,75,1203.8,933913
12911,01-09-2017 13:43,XYZ Corporation,1203.8,197,1203.95,75,1203.8,933921
12912,01-09-2017 13:43,XYZ Corporation,1203.8,97,1203.95,41,1203.8,934021
12913,01-09-2017 13:43,XYZ Corporation,1203.8,80,1203.95,75,1203.8,934038
12914,01-09-2017 13:43,XYZ Corporation,1203.15,1,1203.65,26,1203.8,934119
12915,01-09-2017 13:43,XYZ Corporation,1203.15,1,1203.75,26,1203.8,934119
12916,01-09-2017 13:43,XYZ Corporation,1203.15,1,1203.65,26,1203.8,934119
12917,01-09-2017 13:43,XYZ Corporation,1203.15,1,1203.65,26,1203.8,934119
12918,01-09-2017 13:43,XYZ Corporation,1203.15,1,1203.65,26,1203.8,934119
12919,01-09-2017 13:43,XYZ Corporation,1203.5,10,1203.65,41,1203.8,934119
12920,01-09-2017 13:43,XYZ Corporation,1203.5,11,1203.65,41,1203.8,934119
12921,01-09-2017 13:43,XYZ Corporation,1203.15,1,1203.6,50,1203.5,934138
12922,01-09-2017 13:43,XYZ Corporation,1203.15,1,1203.6,50,1203.5,934138
12923,01-09-2017 13:43,XYZ Corporation,1203.15,1,1203.6,50,1203.5,934138
12924,01-09-2017 13:43,XYZ Corporation,1203.15,1,1203.6,41,1203.5,934138
12925,01-09-2017 13:43,XYZ Corporation,1203.15,1,1203.6,71,1203.5,934138
12926,01-09-2017 13:43,XYZ Corporation,1203.15,1,1203.6,66,1203.6,934143
12927,01-09-2017 13:43,XYZ Corporation,1203.55,3,1203.6,30,1203.6,934143
12928,01-09-2017 13:43,XYZ Corporation,1203.15,1,1203.45,2,1203.55,934146
12929,01-09-2017 13:43,XYZ Corporation,1203.15,1,1203.45,2,1203.55,934146
12930,01-09-2017 13:43,XYZ Corporation,1203.15,1,1203.45,2,1203.55,934146
12931,01-09-2017 13:43,XYZ Corporation,1203.15,1,1203.45,2,1203.55,934146
12932,01-09-2017 13:43,XYZ Corporation,1203,190,1203.45,2,1203,934158
12933,01-09-2017 13:43,XYZ Corporation,1203,175,1203.6,30,1203,934173
12934,01-09-2017 13:43,XYZ Corporation,1203,175,1203.6,41,1203.65,934273
12935,01-09-2017 13:43,XYZ Corporation,1203,175,1203.6,41,1203.65,934273
12936,01-09-2017 13:43,XYZ Corporation,1203,175,1203.6,41,1203.65,934273
12937,01-09-2017 13:43,XYZ Corporation,1203,175,1203.6,41,1203.65,934273
12938,01-09-2017 13:43,XYZ Corporation,1203,175,1203.6,41,1203.65,934273
12939,01-09-2017 13:43,XYZ Corporation,1203,175,1203.6,41,1203.65,934273
12940,01-09-2017 13:43,XYZ Corporation,1203,175,1203.6,41,1203.65,934273
12941,01-09-2017 13:43,XYZ Corporation,1203,175,1203.6,41,1203.65,934273
12942,01-09-2017 13:43,XYZ Corporation,1203.05,2,1203.6,41,1203.65,934273
12943,01-09-2017 13:43,XYZ Corporation,1203,168,1203.7,19,1203.8,934790
12944,01-09-2017 13:43,XYZ Corporation,1203.05,98,1203.8,19,1203.8,934790
12945,01-09-2017 13:43,XYZ Corporation,1203,168,1203.7,19,1203.8,934790
12946,01-09-2017 13:43,XYZ Corporation,1203.05,98,1203.8,19,1203.8,934790
12947,01-09-2017 13:43,XYZ Corporation,1203.75,104,1203.85,84,1203.75,934816
12948,01-09-2017 13:43,XYZ Corporation,1203.15,26,1203.65,1,1203.9,934920
12949,01-09-2017 13:43,XYZ Corporation,1203.15,26,1203.65,1,1203.9,934920
12950,01-09-2017 13:43,XYZ Corporation,1203.15,26,1203.65,1,1203.9,934920
12951,01-09-2017 13:43,XYZ Corporation,1203.15,26,1203.65,1,1203.9,934920
12952,01-09-2017 13:43,XYZ Corporation,1203.15,26,1203.65,1,1203.9,934920
12953,01-09-2017 13:43,XYZ Corporation,1203.15,26,1203.65,1,1203.9,934920
12954,01-09-2017 13:43,XYZ Corporation,1203.15,26,1203.6,10,1203.85,934970
12955,01-09-2017 13:43,XYZ Corporation,1203.15,26,1203.6,10,1203.85,934970
12956,01-09-2017 13:43,XYZ Corporation,1203.15,26,1203.6,10,1203.85,934970
12957,01-09-2017 13:43,XYZ Corporation,1203.05,56,1203.6,10,1203.55,935046
12958,01-09-2017 13:43,XYZ Corporation,1203.05,56,1203.6,8,1203.6,935048
12959,01-09-2017 13:44,XYZ Corporation,1203.05,56,1203.6,8,1203.6,935048
12960,01-09-2017 13:44,XYZ Corporation,1203.05,44,1203.55,25,1203.05,935060
12961,01-09-2017 13:44,XYZ Corporation,1203.05,56,1203.55,25,1203.6,935048
12962,01-09-2017 13:44,XYZ Corporation,1203.05,44,1203.55,25,1203.05,935060
12963,01-09-2017 13:44,XYZ Corporation,1203.05,44,1203.55,25,1203.05,935060
12964,01-09-2017 13:44,XYZ Corporation,1203.05,44,1203.55,25,1203.05,935060
12965,01-09-2017 13:44,XYZ Corporation,1203.05,44,1203.55,25,1203.05,935060
12966,01-09-2017 13:44,XYZ Corporation,1203.05,44,1203.55,25,1203.05,935060
12967,01-09-2017 13:44,XYZ Corporation,1203.05,44,1203.55,25,1203.05,935060
12968,01-09-2017 13:44,XYZ Corporation,1203.05,44,1203.55,25,1203.05,935060
12969,01-09-2017 13:44,XYZ Corporation,1203.05,44,1203.55,25,1203.05,935060
12970,01-09-2017 13:44,XYZ Corporation,1203.05,44,1203.55,25,1203.05,935060
12971,01-09-2017 13:44,XYZ Corporation,1203.05,44,1203.55,20,1203.55,935065
12972,01-09-2017 13:44,XYZ Corporation,1203.05,26,1203.55,12,1203.55,935091
12973,01-09-2017 13:44,XYZ Corporation,1203.05,27,1203.55,12,1203.55,935091
12974,01-09-2017 13:44,XYZ Corporation,1203.05,27,1203.55,12,1203.55,935091
12975,01-09-2017 13:44,XYZ Corporation,1203.05,27,1203.7,19,1203.6,935201
12976,01-09-2017 13:44,XYZ Corporation,1203.55,451,1203.75,19,1203.55,935451
12977,01-09-2017 13:44,XYZ Corporation,1203.55,451,1203.75,19,1203.55,935451
12978,01-09-2017 13:44,XYZ Corporation,1203.55,451,1203.75,19,1203.55,935451
12979,01-09-2017 13:44,XYZ Corporation,1203.55,451,1203.8,52,1203.55,935451
12980,01-09-2017 13:44,XYZ Corporation,1203.55,426,1203.8,52,1203.55,935476
12981,01-09-2017 13:44,XYZ Corporation,1203.55,426,1203.8,52,1203.55,935476
12982,01-09-2017 13:44,XYZ Corporation,1203.55,426,1203.75,34,1203.55,935476
12983,01-09-2017 13:44,XYZ Corporation,1203.55,426,1203.75,121,1203.55,935476
12984,01-09-2017 13:44,XYZ Corporation,1203.55,409,1203.75,87,1203.7,935496
12985,01-09-2017 13:44,XYZ Corporation,1203.55,409,1203.75,87,1203.7,935496
12986,01-09-2017 13:44,XYZ Corporation,1203.55,409,1203.75,87,1203.7,935496
12987,01-09-2017 13:44,XYZ Corporation,1203.55,397,1203.75,87,1203.55,935508
12988,01-09-2017 13:44,XYZ Corporation,1203.05,27,1203.55,495,1203.55,935913
12989,01-09-2017 13:44,XYZ Corporation,1203.05,27,1203.55,495,1203.55,935913
12990,01-09-2017 13:44,XYZ Corporation,1203.05,27,1203.55,495,1203.55,935913
12991,01-09-2017 13:44,XYZ Corporation,1203.05,27,1203.55,495,1203.55,935913
12992,01-09-2017 13:44,XYZ Corporation,1203.05,27,1203.55,495,1203.55,935913
12993,01-09-2017 13:44,XYZ Corporation,1203.05,27,1203.55,196,1203.55,935913
12994,01-09-2017 13:44,XYZ Corporation,1203.05,26,1203.55,196,1203.05,935914
12995,01-09-2017 13:44,XYZ Corporation,1203.05,26,1203.55,196,1203.05,935914
12996,01-09-2017 13:44,XYZ Corporation,1203.05,9,1203.55,186,1203.05,935941
12997,01-09-2017 13:44,XYZ Corporation,1203.05,9,1203.55,186,1203.05,935941
12998,01-09-2017 13:44,XYZ Corporation,1203.05,9,1203.55,186,1203.05,935941
12999,01-09-2017 13:44,XYZ Corporation,1203.05,9,1203.55,186,1203.05,935941
13000,01-09-2017 13:44,XYZ Corporation,1203.05,9,1203.55,186,1203.05,935941
13001,01-09-2017 13:44,XYZ Corporation,1203.05,9,1203.55,186,1203.05,935941
13002,01-09-2017 13:44,XYZ Corporation,1203.05,9,1203.55,186,1203.05,935941
13003,01-09-2017 13:44,XYZ Corporation,1203.05,9,1203.55,186,1203.05,935941
13004,01-09-2017 13:44,XYZ Corporation,1203.05,43,1203.55,186,1203.05,935941
13005,01-09-2017 13:44,XYZ Corporation,1203.05,43,1203.55,186,1203.05,935941
13006,01-09-2017 13:44,XYZ Corporation,1203.05,9,1203.55,186,1203.05,935941
13007,01-09-2017 13:44,XYZ Corporation,1203.05,9,1203.55,186,1203.05,935941
13008,01-09-2017 13:44,XYZ Corporation,1203.05,9,1203.55,186,1203.05,935941
13009,01-09-2017 13:44,XYZ Corporation,1203,448,1203.55,174,1203.55,935971
13010,01-09-2017 13:45,XYZ Corporation,1203,443,1203.55,174,1203,935976
13011,01-09-2017 13:45,XYZ Corporation,1203.5,3,1203.55,174,1203,935976
13012,01-09-2017 13:45,XYZ Corporation,1203,436,1203.55,224,1203,935995
13013,01-09-2017 13:45,XYZ Corporation,1203,336,1203.55,224,1203,936095
13014,01-09-2017 13:45,XYZ Corporation,1203,336,1203.55,224,1203,936095
13015,01-09-2017 13:45,XYZ Corporation,1203,336,1203.05,2,1203,936095
13016,01-09-2017 13:45,XYZ Corporation,1203,336,1203.05,2,1203,936095
13017,01-09-2017 13:45,XYZ Corporation,1203,286,1203.05,2,1203,936145
13018,01-09-2017 13:45,XYZ Corporation,1203,1286,1203.05,2,1203,936145
13019,01-09-2017 13:45,XYZ Corporation,1203,1286,1203.05,2,1203,936145
13020,01-09-2017 13:45,XYZ Corporation,1203,1286,1203.05,2,1203,936145
13021,01-09-2017 13:45,XYZ Corporation,1203,1286,1203.1,2,1203.1,936149
13022,01-09-2017 13:45,XYZ Corporation,1203,1237,1203.1,2,1203,936199
13023,01-09-2017 13:45,XYZ Corporation,1203,1222,1203.5,34,1203,936214
13024,01-09-2017 13:45,XYZ Corporation,1203,1222,1203.5,34,1203,936214
13025,01-09-2017 13:45,XYZ Corporation,1203,1222,1203.55,474,1203,936214
13026,01-09-2017 13:45,XYZ Corporation,1203,1222,1203.55,474,1203,936214
13027,01-09-2017 13:45,XYZ Corporation,1203,1197,1203.5,34,1203,936239
13028,01-09-2017 13:45,XYZ Corporation,1203.05,98,1203.55,474,1203,936239
13029,01-09-2017 13:45,XYZ Corporation,1203.05,98,1203.55,474,1203,936239
13030,01-09-2017 13:45,XYZ Corporation,1203.05,98,1203.55,474,1203,936239
13031,01-09-2017 13:45,XYZ Corporation,1203.05,98,1203.55,474,1203,936239
13032,01-09-2017 13:45,XYZ Corporation,1203.05,98,1203.55,474,1203,936239
13033,01-09-2017 13:45,XYZ Corporation,1203.85,42,1204.5,50,1203.55,940770
13034,01-09-2017 13:45,XYZ Corporation,1203.85,40,1204.5,50,1203.85,940772
13035,01-09-2017 13:45,XYZ Corporation,1203.9,42,1204.45,41,1203.85,940777
13036,01-09-2017 13:45,XYZ Corporation,1203.9,30,1204.4,250,1204.4,940839
13037,01-09-2017 13:45,XYZ Corporation,1203.9,30,1204.4,250,1204.4,940839
13038,01-09-2017 13:45,XYZ Corporation,1203.9,30,1204.4,250,1204.4,940839
13039,01-09-2017 13:45,XYZ Corporation,1203.9,30,1204.4,250,1204.4,940839
13040,01-09-2017 13:45,XYZ Corporation,1203.9,30,1204,6,1204,940840
13041,01-09-2017 13:45,XYZ Corporation,1203.9,30,1204,5,1204,940841
13042,01-09-2017 13:45,XYZ Corporation,1203.9,30,1204,5,1204,940841
13043,01-09-2017 13:45,XYZ Corporation,1203.9,1,1204.05,2,1204.05,941347
13044,01-09-2017 13:45,XYZ Corporation,1204.4,5,1204.7,50,1204.4,941360
13045,01-09-2017 13:45,XYZ Corporation,1204.4,5,1204.75,103,1204.4,941360
13046,01-09-2017 13:45,XYZ Corporation,1204.15,26,1204.75,4,1204.4,941465
13047,01-09-2017 13:45,XYZ Corporation,1204.15,27,1204.85,44,1204.9,941615
13048,01-09-2017 13:45,XYZ Corporation,1204.4,28,1204.8,30,1204.85,941765
13049,01-09-2017 13:45,XYZ Corporation,1204.4,24,1204.55,127,1204.4,941770
13050,01-09-2017 13:45,XYZ Corporation,1204.4,24,1204.55,27,1204.55,941870
13051,01-09-2017 13:45,XYZ Corporation,1204.4,24,1204.55,27,1204.55,941870
13052,01-09-2017 13:45,XYZ Corporation,1204.4,24,1204.8,30,1204.8,941970
13053,01-09-2017 13:45,XYZ Corporation,1204.4,24,1204.8,25,1204.8,941975
13054,01-09-2017 13:45,XYZ Corporation,1204.15,1,1204.75,44,1204.2,942126
13055,01-09-2017 13:45,XYZ Corporation,1204.15,1,1204.75,44,1204.2,942126
13056,01-09-2017 13:45,XYZ Corporation,1204.15,1,1204.7,50,1204.2,942126
13057,01-09-2017 13:45,XYZ Corporation,1204.15,2,1204.7,38,1204.7,942138
13058,01-09-2017 13:45,XYZ Corporation,1204.65,4,1204.7,38,1204.7,942138
13059,01-09-2017 13:45,XYZ Corporation,1204.65,1,1204.7,88,1204.65,942149
13060,01-09-2017 13:46,XYZ Corporation,1204.15,2,1204.65,5,1204.7,942350
13061,01-09-2017 13:46,XYZ Corporation,1204.15,2,1204.65,5,1204.7,942350
13062,01-09-2017 13:46,XYZ Corporation,1204.1,26,1204.65,5,1204.05,942362
13063,01-09-2017 13:46,XYZ Corporation,1204.1,27,1204.65,5,1204.05,942362
13064,01-09-2017 13:46,XYZ Corporation,1204,9,1204.15,12,1204,942382
13065,01-09-2017 13:46,XYZ Corporation,1204,9,1204.15,12,1204,942382
13066,01-09-2017 13:46,XYZ Corporation,1204,9,1204.15,12,1204,942382
13067,01-09-2017 13:46,XYZ Corporation,1204.1,5,1204.15,12,1204,942382
13068,01-09-2017 13:46,XYZ Corporation,1204.25,2,1204.6,44,1204.15,942394
13069,01-09-2017 13:46,XYZ Corporation,1204.25,2,1204.65,7,1204.15,942394
13070,01-09-2017 13:46,XYZ Corporation,1204.25,2,1204.6,30,1204.6,942419
13071,01-09-2017 13:46,XYZ Corporation,1204.1,5,1204.6,30,1204.6,942419
13072,01-09-2017 13:46,XYZ Corporation,1204.1,5,1204.6,20,1204.6,942429
13073,01-09-2017 13:46,XYZ Corporation,1204,1460,1204.6,30,1204.6,942551
13074,01-09-2017 13:46,XYZ Corporation,1204,1460,1204.6,30,1204.6,942551
13075,01-09-2017 13:46,XYZ Corporation,1204.05,27,1204.65,5,1204.6,942561
13076,01-09-2017 13:46,XYZ Corporation,1204.65,1,1204.7,168,1204.65,942566
13077,01-09-2017 13:46,XYZ Corporation,1204.65,1,1204.7,168,1204.65,942567
13078,01-09-2017 13:46,XYZ Corporation,1204.1,26,1204.7,167,1204.7,942572
13079,01-09-2017 13:46,XYZ Corporation,1204.1,26,1204.7,100,1204.7,942572
13080,01-09-2017 13:46,XYZ Corporation,1204.1,26,1204.65,29,1204.7,942572
13081,01-09-2017 13:46,XYZ Corporation,1204.1,26,1204.65,29,1204.7,942572
13082,01-09-2017 13:46,XYZ Corporation,1204.05,1,1204.65,29,1204.6,942842
13083,01-09-2017 13:46,XYZ Corporation,1204.6,3,1204.65,29,1204.6,942842
13084,01-09-2017 13:46,XYZ Corporation,1204.05,1,1204.5,2,1204.6,942845
13085,01-09-2017 13:46,XYZ Corporation,1204.05,35,1204.5,2,1204.6,942845
13086,01-09-2017 13:46,XYZ Corporation,1204,1111,1204.5,2,1204.05,942857
13087,01-09-2017 13:46,XYZ Corporation,1204.45,3,1204.6,400,1204.05,942872
13088,01-09-2017 13:46,XYZ Corporation,1204.45,6,1204.6,400,1204.05,942872
13089,01-09-2017 13:46,XYZ Corporation,1204.5,2,1204.6,400,1204.45,942882
13090,01-09-2017 13:46,XYZ Corporation,1204.45,2,1204.6,400,1204.5,942884
13091,01-09-2017 13:46,XYZ Corporation,1204.5,5,1204.55,29,1204.45,942886
13092,01-09-2017 13:46,XYZ Corporation,1204.5,10,1204.55,29,1204.45,942886
13093,01-09-2017 13:46,XYZ Corporation,1204.5,11,1204.55,29,1204.45,942886
13094,01-09-2017 13:46,XYZ Corporation,1204.5,6,1204.55,27,1204.5,942893
13095,01-09-2017 13:46,XYZ Corporation,1204.5,6,1204.55,29,1204.55,943008
13096,01-09-2017 13:46,XYZ Corporation,1204.5,7,1204.6,405,1204.55,943008
13097,01-09-2017 13:46,XYZ Corporation,1204.2,334,1204.4,1,1204.2,943094
13098,01-09-2017 13:46,XYZ Corporation,1204.2,484,1204.4,2,1204.4,943029
13099,01-09-2017 13:46,XYZ Corporation,1204.2,324,1204.6,405,1204.4,943110
13100,01-09-2017 13:46,XYZ Corporation,1204.5,4,1204.6,385,1204.6,943131
13101,01-09-2017 13:46,XYZ Corporation,1204.1,159,1204.5,84,1204.5,943337
13102,01-09-2017 13:46,XYZ Corporation,1204.1,159,1204.5,78,1204.5,943343
13103,01-09-2017 13:46,XYZ Corporation,1204.1,9,1204.45,11,1204.45,943345
13104,01-09-2017 13:46,XYZ Corporation,1204.1,9,1204.45,11,1204.45,943345
13105,01-09-2017 13:46,XYZ Corporation,1204.1,4,1204.4,7,1204.1,943350
13106,01-09-2017 13:46,XYZ Corporation,1204.1,4,1204.4,7,1204.1,943350
13107,01-09-2017 13:46,XYZ Corporation,1204.1,128,1204.4,6,1204.4,943351
13108,01-09-2017 13:46,XYZ Corporation,1204.1,39,1204.4,83,1204.4,943351
13109,01-09-2017 13:46,XYZ Corporation,1204.1,73,1204.4,83,1204.4,943351
13110,01-09-2017 13:46,XYZ Corporation,1204.1,22,1204.4,83,1204.1,943368
13111,01-09-2017 13:46,XYZ Corporation,1204.1,12,1204.4,81,1204.1,943380
13112,01-09-2017 13:47,XYZ Corporation,1204.05,42,1204.4,81,1204.1,943505
13113,01-09-2017 13:47,XYZ Corporation,1204.05,120,1204.4,69,1204.05,943537
13114,01-09-2017 13:47,XYZ Corporation,1204.05,1,1204.4,69,1204.05,943537
13115,01-09-2017 13:47,XYZ Corporation,1204.05,1,1204.4,69,1204.05,943537
13116,01-09-2017 13:47,XYZ Corporation,1204,1217,1204.4,69,1204.05,943547
13117,01-09-2017 13:47,XYZ Corporation,1204,1217,1204.4,69,1204.05,943547
