Id,LotFrontage,LotArea,Street,LotShape,LotConfig,LandSlope,Neighborhood,OverallQual,OverallCond,YearBuilt,RoofStyle,BsmtQual,TotalBsmtSF,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageArea,OpenPorchSF,SalePrice
533,60,7200,Pave,Reg,Inside,Gtl,NAmes,5,7,1955,Gable,NA,0,SBrkr,827,0,827,1,2,1,5,1,392,0,107500
534,50,5000,Pave,Reg,Inside,Mod,BrkSide,1,3,1946,Gable,NA,0,FuseF,334,0,334,1,1,1,2,0,0,0,39300
535,74,9056,Pave,IR1,Inside,Gtl,Gilbert,8,5,2004,Gable,Ex,707,SBrkr,707,707,1414,2,3,1,6,1,403,35,178000
536,70,7000,Pave,Reg,Inside,Gtl,Edwards,5,7,1910,Gable,Gd,1117,SBrkr,820,527,1347,1,3,1,5,0,0,0,107500
537,57,8924,Pave,IR1,CulDSac,Gtl,CollgCr,7,5,1998,Gable,Gd,880,SBrkr,880,844,1724,2,3,1,8,0,527,155,188000
538,NA,12735,Pave,IR1,FR2,Gtl,NAmes,4,5,1972,Hip,TA,864,SBrkr,864,0,864,1,3,1,5,0,576,0,111250
539,NA,11553,Pave,IR1,Inside,Gtl,Sawyer,5,5,1968,Hip,TA,1051,SBrkr,1159,0,1159,1,3,1,7,1,336,0,158000
540,NA,11423,Pave,Reg,Inside,Gtl,CollgCr,8,5,2001,Gable,Gd,1581,SBrkr,1601,0,1601,2,3,1,6,1,670,0,272000
541,85,14601,Pave,Reg,Inside,Gtl,Timber,9,5,2006,Hip,Ex,1838,SBrkr,1838,0,1838,2,2,1,8,1,765,68,315000
542,NA,11000,Pave,Reg,FR2,Gtl,NoRidge,8,5,2000,Gable,Gd,969,SBrkr,997,1288,2285,2,4,1,8,1,648,56,248000
543,78,10140,Pave,Reg,Inside,Gtl,NWAmes,7,5,1998,Hip,Ex,1650,SBrkr,1680,0,1680,2,3,1,7,1,583,73,213250
544,34,4058,Pave,Reg,Inside,Gtl,NAmes,7,5,1998,Gable,Gd,723,SBrkr,767,0,767,1,1,1,4,0,367,40,133000
545,58,17104,Pave,IR1,Inside,Gtl,Gilbert,7,5,2006,Gable,Gd,654,SBrkr,664,832,1496,2,3,1,7,1,426,24,179665
546,NA,13837,Pave,IR1,Corner,Gtl,NWAmes,7,5,1988,Gable,Gd,1204,SBrkr,1377,806,2183,2,4,1,9,0,786,0,229000
547,70,8737,Pave,IR1,Inside,Gtl,BrkSide,6,7,1923,Gable,Gd,1065,FuseA,915,720,1635,1,3,1,6,1,440,38,210000
548,54,7244,Pave,Reg,Inside,Gtl,Mitchel,5,7,1970,Gable,Gd,768,SBrkr,768,0,768,1,2,1,5,0,624,0,129500
549,49,8235,Pave,IR1,Inside,Gtl,OldTown,5,7,1955,Gable,TA,825,SBrkr,825,0,825,1,2,1,4,0,720,50,125000
550,75,9375,Pave,Reg,Inside,Gtl,Somerst,7,5,2003,Gable,Gd,912,SBrkr,912,1182,2094,2,4,1,8,1,615,182,263000
551,53,4043,Pave,Reg,Inside,Gtl,NPkVill,6,6,1977,Gable,Gd,1069,SBrkr,1069,0,1069,2,2,1,4,0,440,55,140000
552,50,6000,Pave,Reg,Inside,Gtl,OldTown,5,6,1957,Hip,TA,928,FuseA,928,0,928,1,3,1,5,0,288,0,112500
553,87,11146,Pave,IR1,Inside,Gtl,NridgHt,8,5,2006,Gable,Ex,1709,SBrkr,1717,0,1717,2,3,1,7,1,908,39,255500
554,67,8777,Pave,Reg,Inside,Gtl,Edwards,4,5,1949,Gable,NA,0,SBrkr,1126,0,1126,2,2,1,5,0,520,96,108000
555,85,10625,Pave,Reg,Inside,Gtl,NridgHt,7,5,2003,Gable,Gd,998,SBrkr,1006,1040,2046,2,3,1,8,1,871,62,284000
556,58,6380,Pave,Reg,Inside,Gtl,BrkSide,5,6,1922,Gable,TA,993,FuseA,1048,0,1048,1,2,1,5,1,280,0,113000
557,69,14850,Pave,IR1,Inside,Gtl,NAmes,5,5,1957,Gable,TA,1092,FuseA,1092,0,1092,1,2,1,6,1,299,0,141000
558,60,11040,Pave,Reg,Inside,Mod,IDOTRR,4,6,1920,Gable,TA,637,SBrkr,897,439,1336,1,3,1,7,0,570,47,108000
559,57,21872,Pave,IR2,FR2,Gtl,Gilbert,7,5,1996,Gable,Gd,729,SBrkr,729,717,1446,2,3,1,6,1,406,22,175000
560,NA,3196,Pave,Reg,Inside,Gtl,Blmngtn,7,5,2003,Gable,Gd,1374,SBrkr,1557,0,1557,2,2,1,7,1,420,20,234000
561,NA,11341,Pave,IR1,Inside,Gtl,Sawyer,5,6,1957,Hip,Gd,1392,SBrkr,1392,0,1392,1,3,1,5,1,528,0,121500
562,77,10010,Pave,Reg,Inside,Mod,Mitchel,5,5,1974,Gable,Gd,1389,SBrkr,1389,0,1389,1,2,1,6,1,418,38,170000
563,63,13907,Pave,Reg,Inside,Gtl,Edwards,5,6,1940,Gable,TA,996,SBrkr,996,0,996,1,3,1,6,1,0,0,108000
564,66,21780,Pave,Reg,Inside,Gtl,Edwards,6,7,1918,Gable,Gd,1163,SBrkr,1163,511,1674,2,4,1,8,1,396,36,185000
565,NA,13346,Pave,IR1,CulDSac,Gtl,NoRidge,7,5,1992,Gable,Gd,1095,SBrkr,1166,1129,2295,2,4,1,9,1,590,40,268000
566,66,6858,Pave,Reg,Corner,Gtl,SWISU,6,4,1915,Gable,Gd,806,FuseF,841,806,1647,1,4,1,6,0,216,66,128000
567,77,11198,Pave,IR1,Inside,Gtl,StoneBr,9,5,2005,Hip,Gd,1122,SBrkr,1134,1370,2504,2,4,1,11,1,656,39,325000
568,70,10171,Pave,IR1,Inside,Gtl,NridgHt,7,5,2004,Gable,Gd,1517,SBrkr,1535,0,1535,2,3,1,7,0,532,0,214000
569,79,12327,Pave,IR1,Inside,Mod,SawyerW,8,8,1983,Gable,Gd,1496,SBrkr,1496,636,2132,1,1,1,5,1,612,40,316600
570,NA,7032,Pave,IR1,Corner,Gtl,NAmes,5,5,1979,Gable,Gd,943,SBrkr,943,0,943,1,2,1,4,2,600,0,135960
571,74,13101,Pave,IR1,Inside,Gtl,NAmes,5,5,1965,Gable,TA,1728,SBrkr,1728,0,1728,2,6,2,10,0,576,0,142600
572,60,7332,Pave,Reg,Inside,Gtl,NAmes,6,6,1959,Gable,TA,864,SBrkr,864,0,864,1,2,1,4,0,288,0,120000
573,83,13159,Pave,IR1,Corner,Gtl,Timber,7,5,2009,Gable,Ex,846,SBrkr,846,846,1692,2,3,1,6,0,650,114,224500
574,76,9967,Pave,IR1,Inside,Gtl,Gilbert,7,5,2000,Gable,Gd,384,SBrkr,774,656,1430,2,3,1,8,1,400,0,170000
575,70,10500,Pave,Reg,FR2,Gtl,NAmes,5,7,1971,Gambrel,TA,372,SBrkr,576,533,1109,1,3,1,5,0,288,0,139000
576,80,8480,Pave,Reg,Inside,Gtl,NAmes,5,5,1947,Gable,TA,832,SBrkr,832,384,1216,1,2,1,6,0,336,0,118500
577,52,6292,Pave,Reg,Inside,Gtl,SWISU,7,7,1928,Gable,TA,861,SBrkr,877,600,1477,2,3,1,6,1,216,50,145000
578,96,11777,Pave,IR1,Inside,Gtl,Sawyer,5,6,1966,Gable,TA,1164,SBrkr,1320,0,1320,1,3,1,6,2,564,68,164500
579,34,3604,Pave,Reg,Corner,Gtl,Somerst,7,5,2007,Gable,Gd,689,SBrkr,703,689,1392,2,2,1,5,0,540,102,146000
580,81,12150,Pave,Reg,Inside,Gtl,OldTown,5,5,1954,Gable,TA,1050,FuseF,1050,745,1795,2,4,1,7,0,352,0,131500
581,NA,14585,Pave,IR1,CulDSac,Gtl,NAmes,6,6,1960,Gable,TA,1144,SBrkr,1429,0,1429,1,3,1,7,2,572,110,181900
582,98,12704,Pave,Reg,Inside,Gtl,NridgHt,8,5,2008,Hip,Ex,2042,SBrkr,2042,0,2042,2,3,1,8,1,1390,90,253293
583,81,11841,Grvl,Reg,Inside,Gtl,Edwards,6,5,1990,Gable,Gd,816,SBrkr,816,0,816,1,3,1,5,0,0,32,118500
584,75,13500,Pave,Reg,Inside,Gtl,OldTown,10,9,1893,Gable,TA,1237,SBrkr,1521,1254,2775,3,3,1,9,1,880,502,325000
585,51,6120,Pave,Reg,Inside,Gtl,BrkSide,4,7,1935,Gable,TA,884,SBrkr,989,584,1573,1,3,1,6,0,240,0,133000
586,88,11443,Pave,Reg,Inside,Gtl,Timber,8,5,2005,Hip,Ex,1868,SBrkr,2028,0,2028,2,2,1,7,2,880,66,369900
587,55,10267,Pave,Reg,Inside,Gtl,BrkSide,6,7,1918,Gable,TA,816,SBrkr,838,0,838,1,2,1,5,0,275,0,130000
588,74,8740,Pave,IR1,Inside,Gtl,Sawyer,5,6,1982,Hip,TA,840,SBrkr,860,0,860,1,2,1,4,0,528,0,137000
589,65,25095,Pave,IR1,Inside,Sev,ClearCr,5,8,1968,Flat,TA,1437,SBrkr,1473,0,1473,1,1,1,5,2,452,48,143000
590,50,9100,Pave,Reg,Inside,Gtl,BrkSide,5,6,1930,Gable,TA,742,FuseA,779,0,935,1,2,1,4,0,308,0,79500
591,64,8320,Pave,Reg,Inside,Gtl,CollgCr,7,5,2004,Gable,Gd,770,SBrkr,770,812,1582,2,3,1,6,0,520,45,185900
592,97,13478,Pave,IR1,Corner,Gtl,NridgHt,10,5,2008,Gable,Ex,1722,SBrkr,1728,568,2296,2,3,1,10,1,842,274,451950
593,60,6600,Pave,Reg,Inside,Gtl,Mitchel,5,8,1982,Gable,TA,816,SBrkr,816,0,816,1,2,1,4,0,816,0,138000
594,NA,4435,Pave,Reg,Inside,Gtl,CollgCr,6,5,2003,Gable,Gd,848,SBrkr,848,0,848,1,1,1,4,0,420,0,140000
595,88,7990,Pave,IR1,Inside,Gtl,CollgCr,5,6,1975,Hip,Gd,924,SBrkr,924,0,924,1,3,1,5,0,280,0,110000
596,69,11302,Pave,IR1,Inside,Gtl,StoneBr,8,5,2005,Gable,Gd,1814,SBrkr,1826,0,1826,2,3,1,7,1,758,75,319000
597,60,3600,Pave,Reg,Inside,Gtl,OldTown,6,7,1910,Gable,TA,684,FuseA,684,684,1368,1,3,1,7,0,216,158,114504
598,53,3922,Pave,Reg,Inside,Gtl,Blmngtn,7,5,2006,Gable,Ex,1258,SBrkr,1402,0,1402,0,2,1,7,1,648,16,194201
599,80,12984,Pave,Reg,Inside,Gtl,Crawfor,5,6,1977,Gable,Gd,1430,SBrkr,1647,0,1647,2,3,1,7,1,621,0,217500
600,24,1950,Pave,Reg,Inside,Gtl,Blueste,6,6,1980,Gable,Gd,716,SBrkr,716,840,1556,2,3,1,6,1,452,0,151000
601,74,10927,Pave,Reg,Inside,Gtl,NridgHt,8,5,2005,Gable,Gd,1058,SBrkr,1058,846,1904,2,3,1,8,1,736,60,275000
602,50,9000,Pave,Reg,Inside,Gtl,IDOTRR,6,6,1937,Gable,TA,780,SBrkr,780,595,1375,1,3,1,6,1,544,162,141000
603,80,10041,Pave,IR1,Inside,Gtl,SawyerW,8,5,1992,Gable,Gd,908,SBrkr,927,988,1915,2,3,1,8,1,506,150,220000
604,30,3182,Pave,Reg,Inside,Gtl,Somerst,7,5,2004,Gable,Gd,600,SBrkr,600,600,1200,2,2,1,4,0,480,172,151000
605,88,12803,Pave,IR1,Inside,Gtl,CollgCr,7,5,2002,Gable,Gd,1494,SBrkr,1494,0,1494,2,3,1,6,1,530,36,221000
606,85,13600,Pave,Reg,Inside,Gtl,NAmes,7,6,1965,Gable,TA,768,SBrkr,1186,800,1986,2,3,1,7,3,486,42,205000
607,82,12464,Pave,IR2,Corner,Mod,CollgCr,5,5,1996,Gable,Gd,1040,SBrkr,1040,0,1040,1,3,1,6,0,576,0,152000
608,78,7800,Pave,Reg,Inside,Mod,Edwards,5,8,1948,Gable,TA,896,SBrkr,1112,896,2008,3,3,1,8,0,230,0,225000
609,78,12168,Pave,Reg,Inside,Mod,Crawfor,8,6,1934,Gable,Gd,965,SBrkr,1940,1254,3194,2,4,1,10,2,380,0,359100
610,61,7943,Pave,Reg,Inside,Gtl,Sawyer,4,5,1961,Gable,TA,1029,SBrkr,1029,0,1029,1,3,1,5,0,261,0,118500
611,NA,11050,Pave,Reg,Inside,Gtl,CollgCr,9,5,2000,Hip,Ex,1440,SBrkr,1476,677,2153,2,3,1,8,2,736,142,313000
612,NA,10395,Pave,IR1,FR2,Gtl,NWAmes,6,6,1978,Gable,Gd,1032,SBrkr,1032,0,1032,2,3,1,6,1,564,0,148000
613,NA,11885,Pave,Reg,Inside,Gtl,CollgCr,8,5,2001,Gable,Gd,1299,SBrkr,1299,573,1872,2,3,1,7,1,531,122,261500
614,70,8402,Pave,Reg,Inside,Gtl,Mitchel,5,5,2007,Gable,Gd,1120,SBrkr,1120,0,1120,1,3,1,6,0,0,30,147000
615,21,1491,Pave,Reg,Inside,Gtl,MeadowV,4,6,1972,Gable,Gd,630,SBrkr,630,0,630,1,1,1,3,0,0,24,75500
616,80,8800,Pave,Reg,Inside,Gtl,NAmes,6,7,1963,Gable,TA,936,SBrkr,1054,0,1054,1,3,1,6,0,480,0,137500
617,NA,7861,Pave,IR1,Inside,Gtl,Gilbert,6,5,2002,Gable,Gd,783,SBrkr,807,702,1509,2,3,1,7,1,393,75,183200
618,59,7227,Pave,Reg,Corner,Mod,NAmes,6,6,1954,Gable,TA,832,SBrkr,832,0,832,1,2,1,4,0,528,0,105500
619,90,11694,Pave,Reg,Inside,Gtl,NridgHt,9,5,2007,Hip,Ex,1822,SBrkr,1828,0,1828,2,3,1,9,1,774,108,314813
620,85,12244,Pave,Reg,Inside,Gtl,Timber,8,5,2003,Hip,Gd,1482,SBrkr,1482,780,2262,2,4,1,10,2,749,0,305000
621,45,8248,Pave,Reg,Inside,Gtl,Edwards,3,3,1914,Gable,TA,864,FuseF,864,0,864,1,2,1,5,0,0,0,67000
622,90,10800,Pave,Reg,Inside,Gtl,NWAmes,6,7,1974,Gable,TA,1522,SBrkr,1548,1066,2614,2,4,1,9,1,624,243,240000
623,71,7064,Pave,Reg,Inside,Gtl,Sawyer,5,6,1977,Gable,TA,980,SBrkr,980,0,980,1,3,1,6,0,484,0,135000
624,NA,2117,Pave,Reg,Inside,Gtl,Somerst,6,5,2000,Gable,Gd,756,SBrkr,756,756,1512,2,2,1,4,1,440,32,168500
625,80,10400,Pave,Reg,Inside,Gtl,NWAmes,6,5,1972,Gable,TA,732,SBrkr,1012,778,1790,1,4,1,8,1,484,0,165150
626,87,10000,Pave,IR1,Corner,Gtl,NAmes,6,6,1962,Hip,TA,1116,SBrkr,1116,0,1116,1,3,1,5,0,440,0,160000
627,NA,12342,Pave,IR1,Inside,Gtl,NAmes,5,5,1960,Hip,TA,978,SBrkr,1422,0,1422,1,3,1,6,1,286,0,139900
628,80,9600,Pave,Reg,Inside,Gtl,NAmes,6,6,1955,Gable,TA,1156,SBrkr,1520,0,1520,1,3,1,7,2,364,0,153000
629,70,11606,Pave,IR1,Inside,Sev,NAmes,5,5,1969,Gable,Gd,1040,SBrkr,1040,1040,2080,1,5,1,9,2,504,0,135000
630,82,9020,Pave,Reg,Corner,Gtl,NAmes,6,5,1964,Gable,TA,1248,SBrkr,1350,0,1350,1,3,1,6,0,520,0,168500
631,50,9000,Pave,Reg,Corner,Gtl,OldTown,5,6,1880,Gable,Fa,636,FuseA,1089,661,1750,1,3,1,8,0,240,0,124000
632,34,4590,Pave,Reg,Inside,Gtl,NridgHt,8,5,2006,Gable,Gd,1554,SBrkr,1554,0,1554,2,2,1,6,1,627,73,209500
633,85,11900,Pave,Reg,Inside,Gtl,NWAmes,7,5,1977,Hip,TA,1386,SBrkr,1411,0,1411,2,3,1,6,1,544,0,82500
634,80,9250,Pave,Reg,Corner,Gtl,NAmes,5,7,1954,Gable,TA,1056,SBrkr,1056,0,1056,1,3,1,6,0,260,0,139400
635,64,6979,Pave,Reg,Inside,Gtl,OldTown,6,5,1980,Gable,TA,1056,SBrkr,1056,0,1056,0,0,2,4,0,576,56,144000
636,60,10896,Pave,Reg,Inside,Gtl,SWISU,6,7,1914,Hip,TA,1440,FuseA,1440,1440,3395,2,8,2,14,0,0,110,200000
637,51,6120,Pave,Reg,Inside,Gtl,BrkSide,2,3,1936,Gable,TA,264,FuseA,800,0,800,1,1,1,4,1,0,0,60000
638,50,6000,Pave,Reg,Inside,Gtl,OldTown,5,4,1954,Gable,TA,811,FuseA,811,576,1387,2,3,2,7,0,256,0,93000
639,67,8777,Pave,Reg,Inside,Gtl,Edwards,5,7,1910,Gable,Fa,796,FuseA,796,0,796,1,2,1,4,0,0,0,85000
640,53,3982,Pave,Reg,Inside,Gtl,Blmngtn,8,5,2006,Hip,Gd,1520,SBrkr,1567,0,1567,2,1,1,7,1,648,0,264561
641,62,12677,Pave,IR1,Inside,Gtl,NridgHt,8,5,2003,Hip,Ex,1518,SBrkr,1518,0,1518,1,1,1,6,1,588,140,274000
642,NA,7050,Pave,Reg,Inside,Gtl,Somerst,7,5,2001,Gable,Gd,1057,SBrkr,1057,872,1929,2,3,1,7,1,650,235,226000
643,75,13860,Pave,Reg,Inside,Gtl,NAmes,8,7,1972,Gable,Gd,1952,SBrkr,2000,704,2704,2,4,1,9,3,538,111,345000
644,80,10793,Pave,Reg,Inside,Gtl,NWAmes,5,5,1969,Mansard,TA,780,SBrkr,780,840,1620,2,4,1,7,0,462,0,152000
645,85,9187,Pave,Reg,Inside,Gtl,Somerst,9,5,2009,Gable,Ex,1766,SBrkr,1766,0,1766,2,2,1,7,1,478,130,370878
646,NA,10530,Pave,IR1,Corner,Gtl,NAmes,6,5,1971,Hip,TA,981,SBrkr,981,0,981,1,3,1,5,0,576,312,143250
647,60,7200,Pave,Reg,Inside,Gtl,NAmes,5,5,1950,Hip,NA,0,SBrkr,1048,0,1048,1,3,1,7,0,420,27,98300
648,85,10452,Pave,IR1,Inside,Gtl,Edwards,6,5,1953,Hip,TA,1094,SBrkr,1094,0,1094,1,3,1,5,2,495,0,155000
649,70,7700,Pave,Reg,Inside,Gtl,NAmes,6,5,1966,Gable,TA,756,SBrkr,1051,788,1839,1,4,1,7,1,442,124,155000
650,21,1936,Pave,Reg,Inside,Gtl,MeadowV,4,6,1970,Gable,Gd,630,SBrkr,630,0,630,1,1,1,3,0,0,0,84500
651,65,8125,Pave,Reg,Inside,Gtl,Somerst,7,6,2007,Gable,Gd,813,SBrkr,822,843,1665,2,3,1,7,0,562,0,205950
652,60,9084,Pave,Reg,Inside,Gtl,Edwards,4,5,1940,Gable,TA,755,SBrkr,755,755,1510,1,4,1,7,1,296,0,108000
653,70,8750,Pave,Reg,Inside,Gtl,CollgCr,7,5,1996,Gable,Gd,880,SBrkr,909,807,1716,2,2,1,7,1,512,120,191000
654,60,10320,Pave,Reg,Inside,Gtl,IDOTRR,6,7,1906,Gable,TA,756,SBrkr,756,713,1469,1,3,1,7,0,216,0,135000
655,91,10437,Pave,IR1,Inside,Gtl,NoRidge,8,6,1995,Hip,Gd,2109,SBrkr,2113,0,2113,2,2,1,7,1,839,46,350000
656,21,1680,Pave,Reg,Inside,Gtl,BrDale,6,5,1971,Gable,TA,525,SBrkr,525,567,1092,1,3,1,6,0,264,0,88000
657,72,10007,Pave,IR1,Inside,Gtl,NAmes,5,7,1959,Gable,TA,1053,SBrkr,1053,0,1053,1,3,1,5,0,312,0,145500
658,60,7200,Pave,Reg,Inside,Mod,Crawfor,7,6,1931,Gable,Gd,776,SBrkr,851,651,1502,1,3,1,6,1,270,0,149000
659,78,17503,Pave,Reg,Inside,Gtl,NAmes,6,5,1948,Gable,TA,912,SBrkr,912,546,1458,1,3,1,6,1,330,0,97500
660,75,9937,Pave,Reg,Corner,Gtl,Edwards,5,7,1964,Hip,TA,1486,SBrkr,1486,0,1486,1,3,1,7,0,480,0,167000
661,NA,12384,Pave,Reg,CulDSac,Gtl,NWAmes,7,7,1976,Gable,Gd,793,SBrkr,1142,793,1935,2,3,1,7,1,550,113,197900
662,52,46589,Pave,IR2,CulDSac,Gtl,NoRidge,8,7,1994,Hip,Gd,1629,SBrkr,1686,762,2448,2,4,1,8,1,711,76,402000
663,120,13560,Pave,Reg,Corner,Gtl,NAmes,6,3,1968,Hip,Fa,1392,SBrkr,1392,0,1392,1,2,1,5,2,576,0,110000
664,90,10012,Pave,Reg,Inside,Gtl,Edwards,4,5,1972,Gable,Gd,1138,SBrkr,1181,0,1181,2,3,1,6,0,588,0,137500
665,49,20896,Pave,IR2,CulDSac,Gtl,Somerst,8,5,2005,Gable,Ex,2077,SBrkr,2097,0,2097,1,1,1,8,1,1134,267,423000
666,106,11194,Pave,IR1,Corner,Gtl,Gilbert,8,5,2000,Gable,Gd,1406,SBrkr,1454,482,1936,2,3,1,7,1,504,124,230500
667,NA,18450,Pave,IR1,Inside,Gtl,NAmes,6,5,1965,Flat,Gd,1021,SBrkr,1465,915,2380,2,3,1,7,1,596,265,129000
668,65,8125,Pave,Reg,Inside,Gtl,SawyerW,6,5,1994,Gable,Gd,1408,SBrkr,1679,0,1679,2,3,1,7,1,575,42,193500
669,NA,14175,Pave,Reg,Corner,Mod,Sawyer,5,6,1956,Gable,TA,1188,SBrkr,1437,0,1437,1,3,1,6,1,576,0,168000
670,80,11600,Pave,Reg,Inside,Gtl,Crawfor,4,5,1922,Gable,Fa,700,SBrkr,1180,0,1180,1,2,1,5,1,252,0,137500
671,64,8633,Pave,Reg,FR2,Gtl,CollgCr,6,5,2005,Gable,Gd,738,SBrkr,738,738,1476,2,3,1,7,0,540,35,173500
672,54,6629,Pave,Reg,Inside,Gtl,Edwards,6,6,1925,Gambrel,TA,672,SBrkr,697,672,1369,2,3,1,6,0,300,0,103600
673,NA,11250,Pave,IR1,Inside,Gtl,Veenker,6,6,1977,Gable,Gd,1208,SBrkr,1208,0,1208,1,3,1,6,1,546,42,165000
674,110,14442,Pave,Reg,Inside,Gtl,Crawfor,6,7,1957,Hip,TA,1477,SBrkr,1839,0,1839,2,3,1,7,2,416,87,257500
675,80,9200,Pave,Reg,Inside,Gtl,NAmes,6,6,1965,Gable,TA,1136,SBrkr,1136,0,1136,1,3,1,5,1,384,0,140000
676,24,2289,Pave,Reg,Inside,Gtl,NPkVill,6,6,1978,Gable,TA,855,SBrkr,855,586,1441,2,3,1,7,1,440,0,148500
677,60,9600,Pave,Reg,Inside,Gtl,OldTown,4,2,1900,Gable,TA,1095,SBrkr,1095,679,1774,2,4,2,8,0,779,0,87000
678,52,9022,Pave,Reg,Inside,Gtl,OldTown,5,8,1924,Gable,TA,768,SBrkr,792,0,792,1,2,1,5,0,240,0,109500
679,80,11844,Pave,IR1,Inside,Gtl,StoneBr,8,5,2008,Hip,Ex,2046,SBrkr,2046,0,2046,2,3,1,7,1,834,82,372500
680,NA,9945,Pave,IR1,Inside,Gtl,Sawyer,5,5,1961,Hip,TA,988,SBrkr,988,0,988,1,3,1,5,0,572,0,128500
681,50,8012,Pave,Reg,Inside,Gtl,SawyerW,6,5,1980,Gable,Gd,923,SBrkr,923,0,923,2,2,1,5,1,264,0,143000
682,55,4500,Pave,IR2,Inside,Gtl,SWISU,5,5,1932,Gable,TA,793,SBrkr,848,672,1520,1,3,1,6,0,281,0,159434
683,NA,2887,Pave,Reg,Inside,Gtl,ClearCr,6,5,1996,Gable,Gd,1291,SBrkr,1291,0,1291,1,2,1,6,1,431,0,173000
684,90,11248,Pave,IR1,Corner,Gtl,CollgCr,9,5,2002,Hip,Gd,1626,SBrkr,1668,0,1668,2,3,1,7,1,702,45,285000
685,58,16770,Pave,IR2,CulDSac,Gtl,NoRidge,7,5,1998,Gable,Gd,1195,SBrkr,1195,644,1839,2,4,1,7,0,486,81,221000
686,NA,5062,Pave,IR1,CulDSac,Gtl,StoneBr,7,5,1984,Gable,Gd,1190,SBrkr,1190,900,2090,2,3,1,6,1,577,0,207500
687,84,10207,Pave,Reg,Inside,Gtl,Somerst,7,6,2007,Gable,Gd,874,SBrkr,874,887,1761,3,3,1,7,0,578,105,227875
688,NA,5105,Pave,IR2,FR2,Gtl,Somerst,7,5,2004,Gable,Gd,551,SBrkr,551,551,1102,2,2,1,4,0,480,60,148800
689,60,8089,Pave,Reg,Inside,Gtl,StoneBr,8,6,2007,Gable,Gd,1419,SBrkr,1419,0,1419,2,2,1,7,1,567,0,392000
690,61,7577,Pave,IR1,Corner,Gtl,NridgHt,6,5,2005,Gable,Gd,1362,SBrkr,1362,0,1362,2,2,1,6,1,460,28,194700
691,NA,4426,Pave,Reg,Inside,Gtl,CollgCr,6,5,2004,Gable,Gd,848,SBrkr,848,0,848,1,1,1,3,1,420,0,141000
692,104,21535,Pave,IR1,Corner,Gtl,NoRidge,10,6,1994,Gable,Ex,2444,SBrkr,2444,1872,4316,3,4,1,10,2,832,50,755000
693,42,26178,Pave,IR1,Inside,Mod,Timber,7,5,1989,Hip,Gd,1210,SBrkr,1238,1281,2519,2,4,1,9,2,628,27,335000
694,60,5400,Pave,Reg,Corner,Sev,OldTown,5,6,1921,Gable,TA,1073,SBrkr,1073,0,1073,1,2,1,4,0,326,0,108480
695,51,6120,Pave,Reg,Corner,Gtl,BrkSide,5,6,1936,Gable,TA,927,SBrkr,1067,472,1539,1,3,1,5,0,576,0,141500
696,54,13811,Pave,IR1,Inside,Gtl,Timber,6,6,1987,Gable,Gd,1112,SBrkr,1137,0,1137,2,2,1,5,1,551,0,176000
697,50,6000,Pave,Reg,Inside,Gtl,BrkSide,5,7,1921,Gable,TA,616,SBrkr,616,0,616,1,2,1,4,0,205,0,89000
698,57,6420,Pave,IR1,Inside,Gtl,Edwards,5,7,1952,Gable,Ex,980,FuseA,1148,0,1148,1,2,1,6,0,308,0,123500
699,65,8450,Pave,Reg,Inside,Gtl,Sawyer,5,8,1965,Gable,TA,894,SBrkr,894,0,894,1,3,1,5,1,336,144,138500
700,59,4282,Pave,IR2,Inside,Gtl,Somerst,7,5,2004,Gable,Gd,1391,SBrkr,1391,0,1391,2,2,1,5,0,530,158,196000
701,85,14331,Pave,Reg,Inside,Gtl,Timber,8,5,2002,Hip,Ex,1800,SBrkr,1800,0,1800,2,3,1,7,1,765,78,312500
702,80,9600,Pave,Reg,Inside,Gtl,NWAmes,7,5,1969,Hip,TA,1164,SBrkr,1164,0,1164,1,3,1,6,0,528,0,140000
703,82,12438,Pave,IR1,Inside,Gtl,StoneBr,8,5,2006,Hip,Ex,1234,SBrkr,1264,1312,2576,2,4,1,10,1,666,100,361919
704,76,7630,Pave,Reg,Inside,Gtl,OldTown,5,9,1900,Gable,Gd,360,SBrkr,1032,780,1812,2,4,2,8,1,672,0,140000
705,70,8400,Pave,Reg,Inside,Gtl,CollgCr,7,5,2004,Gable,Gd,1473,SBrkr,1484,0,1484,2,3,1,7,0,606,35,213000
706,70,5600,Pave,Reg,Inside,Gtl,IDOTRR,4,5,1930,Hip,NA,0,SBrkr,372,720,1092,2,3,2,7,0,0,0,55000
707,NA,115149,Pave,IR2,CulDSac,Sev,ClearCr,7,5,1971,Gable,Gd,1643,SBrkr,1824,0,1824,2,2,1,5,2,739,48,302000
708,48,6240,Pave,Reg,Inside,Gtl,NridgHt,8,5,2006,Hip,Gd,1324,SBrkr,1324,0,1324,2,2,1,6,1,550,38,254000
709,65,9018,Pave,IR1,Inside,Gtl,Gilbert,7,5,2007,Hip,Gd,728,SBrkr,728,728,1456,2,3,1,8,1,400,24,179540
710,NA,7162,Pave,IR1,Inside,Gtl,Sawyer,5,7,1966,Gable,TA,876,SBrkr,904,0,904,1,3,1,6,0,408,0,109900
